index,nav_date,nav_value
13451,2025-01-28,116.5176
13452,2025-01-29,115.4273
13453,2025-01-30,115.5695
13454,2025-01-31,114.7662
13455,2025-02-03,114.9787
13456,2025-02-04,114.1697
13457,2025-02-05,114.2563
13458,2025-02-06,115.0744
13459,2025-02-07,115.0799
13460,2025-02-10,114.7431
13461,2025-02-11,115.0083
13462,2025-02-12,115.7773
13463,2025-02-13,114.7115
13464,2025-02-14,115.0348
13465,2025-02-17,116.4393
13466,2025-02-18,117.0903
13467,2025-02-19,117.2104
13468,2025-02-20,117.9344
13469,2025-02-21,118.467
13470,2025-02-24,119.3185
13471,2025-02-25,117.2681
13472,2025-02-26,115.7322
13473,2025-02-27,116.8226
13474,2025-02-28,115.3415
13475,2025-03-03,115.8104
13476,2025-03-04,115.5109
13477,2025-03-05,114.5596
13478,2025-03-06,114.9727
13479,2025-03-07,115.2362
13480,2025-03-10,117.4616
13481,2025-03-11,116.8764
13482,2025-03-12,118.4313
13483,2025-03-13,118.8613
13484,2025-03-14,118.2314
13485,2025-03-17,119.1291
13486,2025-03-18,119.7868
13487,2025-03-19,119.8865
13488,2025-03-20,120.2304
13489,2025-03-21,119.6607
13490,2025-03-24,118.8537
13491,2025-03-25,119.7142
13492,2025-03-26,119.5396
13493,2025-03-27,119.5169
13494,2025-03-28,119.874
13495,2025-03-31,120.2168
13496,2025-04-01,118.7722
13497,2025-04-02,120.1891
13498,2025-04-03,120.3797
13499,2025-04-04,120.2268
13500,2025-04-07,120.7468
13501,2025-04-08,121.0614
13502,2025-04-09,121.946
13503,2025-04-10,122.5892
13504,2025-04-11,123.4314
13505,2025-04-14,124.9753
13506,2025-04-15,126.018
13507,2025-04-16,125.9047
13508,2025-04-17,124.7283
13509,2025-04-18,126.6418
13510,2025-04-21,126.4418
13511,2025-04-22,125.9803
13512,2025-04-23,124.1294
13513,2025-04-24,124.5647
13514,2025-04-25,124.7928
13515,2025-04-28,123.1999
13516,2025-04-29,123.7572
13517,2025-04-30,123.2782
13518,2025-05-01,126.3033
13519,2025-05-02,125.7355
13520,2025-05-05,125.3185
13521,2025-05-06,124.4196
13522,2025-05-07,125.8946
13523,2025-05-08,125.5462
13524,2025-05-09,124.8105
13525,2025-05-12,125.6559
13526,2025-05-13,124.1995
13527,2025-05-14,124.9505
13528,2025-05-15,126.9946
13529,2025-05-16,127.6966
13530,2025-05-19,128.4833
13531,2025-05-20,129.5398
13532,2025-05-21,131.5757
13533,2025-05-22,133.0557
13534,2025-05-23,133.6416
13535,2025-05-26,134.7807
13536,2025-05-27,133.8007
13537,2025-05-28,134.7894
13538,2025-05-29,133.6683
13539,2025-05-30,133.3051
13540,2025-06-02,129.7969
13541,2025-06-03,130.3244
13542,2025-06-04,129.6534
13543,2025-06-05,130.9977
13544,2025-06-06,131.5171
13545,2025-06-09,132.8959
13546,2025-06-10,131.6999
13547,2025-06-11,132.9801
13548,2025-06-12,135.5427
13549,2025-06-13,136.5297
13550,2025-06-16,137.5556
13551,2025-06-17,137.8326
13552,2025-06-18,137.2671
13553,2025-06-19,138.263
13554,2025-06-20,136.5091
13555,2025-06-23,136.0772
13556,2025-06-24,134.0374
13557,2025-06-25,133.277
13558,2025-06-26,134.1029
13559,2025-06-27,134.7715
13560,2025-06-30,134.9016
13561,2025-07-01,135.1742
13562,2025-07-02,133.0132
13563,2025-07-03,132.6453
13564,2025-07-04,131.9186
13565,2025-07-07,131.2218
13566,2025-07-08,131.9856
13567,2025-07-09,131.0553
13568,2025-07-10,130.4255
13569,2025-07-11,128.1129
13570,2025-07-14,127.847
13571,2025-07-15,126.6916
13572,2025-07-16,126.8456
13573,2025-07-17,125.851
13574,2025-07-18,126.0321
13575,2025-07-21,125.9363
13576,2025-07-22,127.8731
13577,2025-07-23,128.5013
13578,2025-07-24,126.4985
13579,2025-07-25,125.1598
13580,2025-07-28,125.2854
13581,2025-07-29,124.3263
13582,2025-07-30,121.1763
13583,2025-07-31,122.6905
13584,2025-08-01,123.536
13585,2025-08-04,124.1689
13586,2025-08-05,123.5693
13587,2025-08-06,124.1003
13588,2025-08-07,123.3954
13589,2025-08-08,123.6824
13590,2025-08-11,122.7456
13591,2025-08-12,124.4622
13592,2025-08-13,122.8138
13593,2025-08-14,124.2199
13594,2025-08-15,124.3266
13595,2025-08-18,123.855
13596,2025-08-19,124.1016
13597,2025-08-20,124.9712
13598,2025-08-21,126.552
13599,2025-08-22,126.9674
13600,2025-08-25,126.039
13601,2025-08-26,126.1659
13602,2025-08-27,128.2699
13603,2025-08-28,129.8705
13604,2025-08-29,130.9831
13605,2025-09-01,131.9735
13606,2025-09-02,132.8586
13607,2025-09-03,134.2926
13608,2025-09-04,133.8219
13609,2025-09-05,132.3003
13610,2025-09-08,132.4492
13611,2025-09-09,131.5655
13612,2025-09-10,130.4143
13613,2025-09-11,129.6553
13614,2025-09-12,132.5969
13615,2025-09-15,132.8247
13616,2025-09-16,133.3181
13617,2025-09-17,131.9567
13618,2025-09-18,129.8953
13619,2025-09-19,129.027
13620,2025-09-22,130.7414
13621,2025-09-23,131.195
13622,2025-09-24,131.9575
13623,2025-09-25,132.8884
13624,2025-09-26,132.2653
13625,2025-09-29,133.9634
13626,2025-09-30,133.2866
13627,2025-10-01,135.0195
13628,2025-10-02,135.6172
13629,2025-10-03,133.5631
13630,2025-10-06,132.7534
13631,2025-10-07,130.7474
13632,2025-10-08,132.1638
13633,2025-10-09,132.2032
13634,2025-10-10,129.6974
13635,2025-10-13,130.195
13636,2025-10-14,129.6465
13637,2025-10-15,128.0271
13638,2025-10-16,130.0028
13639,2025-10-17,130.193
13640,2025-10-20,129.9235
13641,2025-10-21,129.5335
13642,2025-10-22,127.8822
13643,2025-10-23,126.4846
13644,2025-10-24,127.992
13645,2025-10-27,127.524
13646,2025-10-28,127.6146
13647,2025-10-29,125.3991
13648,2025-10-30,124.0138
13649,2025-10-31,124.7469
13650,2025-11-03,125.2277
13651,2025-11-04,127.2448
13652,2025-11-05,128.8273
13653,2025-11-06,128.6318
13654,2025-11-07,129.2361
13655,2025-11-10,128.9422
13656,2025-11-11,131.3679
13657,2025-11-12,132.7744
13658,2025-11-13,133.0418
13659,2025-11-14,133.346
13660,2025-11-17,135.1257
13661,2025-11-18,135.8882
13662,2025-11-19,137.8401
13663,2025-11-20,135.2688
13664,2025-11-21,135.8902
13665,2025-11-24,135.3437
13666,2025-11-25,137.5274
13667,2025-11-26,139.4878
13668,2025-11-27,139.6002
13669,2025-11-28,141.5767
13670,2025-12-01,143.8948
13671,2025-12-02,144.0636
13672,2025-12-03,147.3147
13673,2025-12-04,147.35
13674,2025-12-05,147.1474
13675,2025-12-08,148.3518
13676,2025-12-09,147.966
13677,2025-12-10,148.1538
13678,2025-12-11,150.0843
13679,2025-12-12,150.1872
13680,2025-12-15,148.0351
13681,2025-12-16,148.5921
13682,2025-12-17,147.7586
13683,2025-12-18,148.9673
13684,2025-12-19,149.9621
13685,2025-12-22,151.9991
13686,2025-12-23,153.2996
13687,2025-12-24,154.8606
13688,2025-12-25,154.0289
13689,2025-12-26,155.205
13690,2025-12-29,158.0044
13691,2025-12-30,157.1287
13692,2025-12-31,159.725
13693,2026-01-01,159.035
13694,2026-01-02,157.926
13695,2026-01-05,158.4208
13696,2026-01-06,159.5064
13697,2026-01-07,160.8772
13698,2026-01-08,159.6007
13699,2026-01-09,160.2962
13700,2026-01-12,159.4122
13701,2026-01-13,157.4138
13702,2026-01-14,156.2103
13703,2026-01-15,155.2593
13704,2026-01-16,156.0556
13705,2026-01-19,157.7308
13706,2026-01-20,155.7751
13707,2026-01-21,156.34
13708,2026-01-22,154.8058
13709,2026-01-23,155.7474
13710,2026-01-26,154.9743
13711,2026-01-27,153.6233
13712,2026-01-28,154.7904
13713,2026-01-29,154.0707
13714,2026-01-30,153.7212
13715,2026-02-02,150.8186
13716,2026-02-03,152.1614
13717,2026-02-04,153.3461
13718,2026-02-05,153.4326
13719,2026-02-06,151.4575
13720,2026-02-09,153.1606
13721,2026-02-10,152.3418
13722,2026-02-11,151.8122
13723,2026-02-12,155.0195
13724,2026-02-13,154.14
13725,2026-02-16,155.2323
13726,2026-02-17,156.0842
13727,2026-02-18,156.703
13728,2026-02-19,157.1743
13729,2026-02-20,157.7783
13730,2026-02-23,158.2387
13731,2026-02-24,158.2479
13732,2026-02-25,160.4539
13733,2026-02-26,158.689
13734,2026-02-27,160.2076
13735,2026-03-02,161.457
13736,2026-03-03,162.5383
13737,2026-03-04,164.2321
13738,2026-03-05,164.1827
13739,2026-03-06,161.582
13740,2026-03-09,161.5624
13741,2026-03-10,160.2389
13742,2026-03-11,159.2901
13743,2026-03-12,157.6356
13744,2026-03-13,157.0544
13745,2026-03-16,156.3108
13746,2026-03-17,153.1463
13747,2026-03-18,154.1745
13748,2026-03-19,157.3043
13749,2026-03-20,158.2292
13750,2026-03-23,158.0278
13751,2026-03-24,158.033
13752,2026-03-25,157.5286
13753,2026-03-26,157.7351
13754,2026-03-27,157.765
13755,2026-03-30,156.6799
13756,2026-03-31,159.1047
13757,2026-04-01,157.1127
13758,2026-04-02,158.1927
13759,2026-04-03,158.1332
13760,2026-04-06,160.8894
13761,2026-04-07,161.457
13762,2026-04-08,161.0284
13763,2026-04-09,160.7599
13764,2026-04-10,160.8995
13765,2026-04-13,159.3682
13766,2026-04-14,158.3757
13767,2026-04-15,155.9826
13768,2026-04-16,154.7979
13769,2026-04-17,155.0061
13770,2026-04-20,155.4972
13771,2026-04-21,152.8852
13772,2026-04-22,152.7791
13773,2026-04-23,153.6193
13774,2026-04-24,153.4779
13775,2026-04-27,152.7012
13776,2026-04-28,152.2257
13777,2026-04-29,151.5796
13778,2026-04-30,150.8086
13779,2026-05-01,151.1179
13780,2026-05-04,154.3045
13781,2026-05-05,153.3749
13782,2026-05-06,153.0241
13783,2026-05-07,153.0332
13784,2026-05-08,152.1869
13785,2026-05-11,153.7473
13786,2026-05-12,150.6437
13787,2026-05-13,150.0171
13788,2026-05-14,151.1817
13789,2026-05-15,150.8679
13790,2026-05-18,149.857
13791,2026-05-19,150.5182
13792,2026-05-20,151.8045
13793,2026-05-21,152.1652
13794,2026-05-22,151.1717
13795,2026-05-25,151.8595
13796,2026-05-26,151.4001
13797,2026-05-27,152.477
13798,2026-05-28,154.5644
13799,2026-05-29,151.1311
13800,2022-01-03,135.872
13801,2022-01-04,133.1682
13802,2022-01-05,137.2101
13803,2022-01-06,136.5355
13804,2022-01-07,137.8537
13805,2022-01-10,137.8884
13806,2022-01-11,136.6615
13807,2022-01-12,135.2528
13808,2022-01-13,137.9373
13809,2022-01-14,139.6187
13810,2022-01-17,143.0011
13811,2022-01-18,143.1926
13812,2022-01-19,143.7839
13813,2022-01-20,143.4215
13814,2022-01-21,143.026
13815,2022-01-24,141.3489
13816,2022-01-25,141.5865
13817,2022-01-26,140.35
13818,2022-01-27,141.1895
13819,2022-01-28,141.5726
13820,2022-01-31,142.1568
13821,2022-02-01,145.1336
13822,2022-02-02,145.166
13823,2022-02-03,146.5856
13824,2022-02-04,150.3308
13825,2022-02-07,152.8033
13826,2022-02-08,155.0315
13827,2022-02-09,154.5677
13828,2022-02-10,155.0977
13829,2022-02-11,152.7728
13830,2022-02-14,153.7915
13831,2022-02-15,154.4017
13832,2022-02-16,154.5491
13833,2022-02-17,156.5665
13834,2022-02-18,154.4236
13835,2022-02-21,157.5813
13836,2022-02-22,159.3988
13837,2022-02-23,159.3716
13838,2022-02-24,159.1955
13839,2022-02-25,160.222
13840,2022-02-28,163.2753
13841,2022-03-01,163.5843
13842,2022-03-02,163.9771
13843,2022-03-03,164.1234
13844,2022-03-04,167.7747
13845,2022-03-07,167.1483
13846,2022-03-08,167.202
13847,2022-03-09,170.2713
13848,2022-03-10,170.6863
13849,2022-03-11,173.1418
13850,2022-03-14,171.3792
13851,2022-03-15,171.074
13852,2022-03-16,174.2581
13853,2022-03-17,172.9698
13854,2022-03-18,172.7734
13855,2022-03-21,173.422
13856,2022-03-22,171.4966
13857,2022-03-23,170.7645
13858,2022-03-24,171.1102
13859,2022-03-25,171.3214
13860,2022-03-28,174.0844
13861,2022-03-29,177.4456
13862,2022-03-30,175.7553
13863,2022-03-31,176.1083
13864,2022-04-01,177.655
13865,2022-04-04,181.0308
13866,2022-04-05,182.7175
13867,2022-04-06,183.4785
13868,2022-04-07,185.0729
13869,2022-04-08,186.6974
13870,2022-04-11,184.7604
13871,2022-04-12,185.3122
13872,2022-04-13,188.7043
13873,2022-04-14,188.3636
13874,2022-04-15,188.7829
13875,2022-04-18,188.3628
13876,2022-04-19,183.3414
13877,2022-04-20,183.5104
13878,2022-04-21,184.2987
13879,2022-04-22,183.2953
13880,2022-04-25,180.9016
13881,2022-04-26,179.1258
13882,2022-04-27,180.8936
13883,2022-04-28,185.3401
13884,2022-04-29,188.5595
13885,2022-05-02,185.675
13886,2022-05-03,187.7106
13887,2022-05-04,186.3522
13888,2022-05-05,185.1829
13889,2022-05-06,184.2861
13890,2022-05-09,185.9755
13891,2022-05-10,188.25
13892,2022-05-11,188.1561
13893,2022-05-12,188.1005
13894,2022-05-13,189.2762
13895,2022-05-16,190.696
13896,2022-05-17,193.5301
13897,2022-05-18,190.7064
13898,2022-05-19,190.8809
13899,2022-05-20,188.5835
13900,2022-05-23,188.5958
13901,2022-05-24,188.2128
13902,2022-05-25,188.2345
13903,2022-05-26,186.5671
13904,2022-05-27,183.3991
13905,2022-05-30,178.9795
13906,2022-05-31,178.8193
13907,2022-06-01,178.0192
13908,2022-06-02,176.704
13909,2022-06-03,179.6445
13910,2022-06-06,177.9261
13911,2022-06-07,181.0912
13912,2022-06-08,184.7698
13913,2022-06-09,180.6272
13914,2022-06-10,180.9491
13915,2022-06-13,180.207
13916,2022-06-14,174.1522
13917,2022-06-15,171.2824
13918,2022-06-16,172.9951
13919,2022-06-17,177.3465
13920,2022-06-20,179.394
13921,2022-06-21,180.2117
13922,2022-06-22,180.2873
13923,2022-06-23,184.0792
13924,2022-06-24,189.001
13925,2022-06-27,187.8048
13926,2022-06-28,183.4863
13927,2022-06-29,179.0566
13928,2022-06-30,182.0348
13929,2022-07-01,182.0551
13930,2022-07-04,182.5779
13931,2022-07-05,178.8271
13932,2022-07-06,177.3419
13933,2022-07-07,176.8351
13934,2022-07-08,177.3951
13935,2022-07-11,176.67
13936,2022-07-12,174.6078
13937,2022-07-13,173.0926
13938,2022-07-14,175.7326
13939,2022-07-15,176.3672
13940,2022-07-18,177.784
13941,2022-07-19,176.0003
13942,2022-07-20,170.0013
13943,2022-07-21,169.0543
13944,2022-07-22,167.4228
13945,2022-07-25,168.2371
13946,2022-07-26,175.1032
13947,2022-07-27,176.6853
13948,2022-07-28,182.6901
13949,2022-07-29,184.0622
13950,2022-08-01,182.803
13951,2022-08-02,183.6897
13952,2022-08-03,187.7732
13953,2022-08-04,192.0599
13954,2022-08-05,190.8706
13955,2022-08-08,191.579
13956,2022-08-09,188.4567
13957,2022-08-10,190.4545
13958,2022-08-11,194.1595
13959,2022-08-12,194.3831
13960,2022-08-15,192.9667
13961,2022-08-16,193.931
13962,2022-08-17,195.034
13963,2022-08-18,195.3552
13964,2022-08-19,195.9056
13965,2022-08-22,195.6304
13966,2022-08-23,198.11
13967,2022-08-24,199.9983
13968,2022-08-25,197.7922
13969,2022-08-26,195.546
13970,2022-08-29,195.0831
13971,2022-08-30,196.944
13972,2022-08-31,197.4265
13973,2022-09-01,196.0448
13974,2022-09-02,196.7921
13975,2022-09-05,196.1467
13976,2022-09-06,198.3585
13977,2022-09-07,199.2852
13978,2022-09-08,198.6686
13979,2022-09-09,199.3543
13980,2022-09-12,202.6535
13981,2022-09-13,201.4124
13982,2022-09-14,202.522
13983,2022-09-15,202.4878
13984,2022-09-16,203.6626
13985,2022-09-19,202.2097
13986,2022-09-20,202.6135
13987,2022-09-21,205.4565
13988,2022-09-22,203.3023
13989,2022-09-23,200.2281
13990,2022-09-26,197.2899
13991,2022-09-27,194.6762
13992,2022-09-28,196.2006
13993,2022-09-29,193.057
13994,2022-09-30,192.4997
13995,2022-10-03,194.0604
13996,2022-10-04,195.1622
13997,2022-10-05,194.3948
13998,2022-10-06,194.971
13999,2022-10-07,195.3529
14000,2022-10-10,194.9608
14001,2022-10-11,194.6006
14002,2022-10-12,200.0125
14003,2022-10-13,202.0956
14004,2022-10-14,208.3264
14005,2022-10-17,207.2307
14006,2022-10-18,207.1597
14007,2022-10-19,204.0205
14008,2022-10-20,202.1896
14009,2022-10-21,206.9845
14010,2022-10-24,205.8341
14011,2022-10-25,210.7593
14012,2022-10-26,207.7862
14013,2022-10-27,205.3212
14014,2022-10-28,204.6223
14015,2022-10-31,204.6042
14016,2022-11-01,207.0169
14017,2022-11-02,208.2773
14018,2022-11-03,207.3819
14019,2022-11-04,207.191
14020,2022-11-07,206.5406
14021,2022-11-08,204.4297
14022,2022-11-09,202.405
14023,2022-11-10,205.0488
14024,2022-11-11,200.7462
14025,2022-11-14,204.8082
14026,2022-11-15,204.1068
14027,2022-11-16,202.3648
14028,2022-11-17,204.3023
14029,2022-11-18,208.1068
14030,2022-11-21,211.0517
14031,2022-11-22,212.4665
14032,2022-11-23,215.3937
14033,2022-11-24,211.156
14034,2022-11-25,209.9829
14035,2022-11-28,207.8455
14036,2022-11-29,211.0568
14037,2022-11-30,210.2321
14038,2022-12-01,212.5135
14039,2022-12-02,214.0251
14040,2022-12-05,211.9705
14041,2022-12-06,210.6286
14042,2022-12-07,214.0601
14043,2022-12-08,212.2256
14044,2022-12-09,212.6864
14045,2022-12-12,210.8459
14046,2022-12-13,210.1968
14047,2022-12-14,210.2225
14048,2022-12-15,208.4024
14049,2022-12-16,206.1595
14050,2022-12-19,207.0067
14051,2022-12-20,205.0626
14052,2022-12-21,203.2196
14053,2022-12-22,201.0839
14054,2022-12-23,201.0321
14055,2022-12-26,203.4528
14056,2022-12-27,207.2944
14057,2022-12-28,205.6398
14058,2022-12-29,211.1434
14059,2022-12-30,208.7604
14060,2023-01-02,211.6281
14061,2023-01-03,209.9495
14062,2023-01-04,207.9126
14063,2023-01-05,206.2066
14064,2023-01-06,206.2163
14065,2023-01-09,207.7928
14066,2023-01-10,209.6069
14067,2023-01-11,207.3918
14068,2023-01-12,205.0881
14069,2023-01-13,202.9872
14070,2023-01-16,202.8536
14071,2023-01-17,202.4806
14072,2023-01-18,200.326
14073,2023-01-19,201.1091
14074,2023-01-20,206.7691
14075,2023-01-23,205.6625
14076,2023-01-24,204.7362
14077,2023-01-25,206.2513
14078,2023-01-26,205.0147
14079,2023-01-27,206.8022
14080,2023-01-30,205.1697
14081,2023-01-31,209.8599
14082,2023-02-01,210.8699
14083,2023-02-02,209.4521
14084,2023-02-03,208.1219
14085,2023-02-06,206.9855
14086,2023-02-07,210.5564
14087,2023-02-08,207.5231
14088,2023-02-09,206.0096
14089,2023-02-10,204.7675
14090,2023-02-13,204.8672
14091,2023-02-14,204.3413
14092,2023-02-15,200.862
14093,2023-02-16,200.0379
14094,2023-02-17,199.9346
14095,2023-02-20,198.5711
14096,2023-02-21,200.3452
14097,2023-02-22,202.6987
14098,2023-02-23,202.6453
14099,2023-02-24,203.3423
14100,2023-02-27,198.2839
14101,2023-02-28,197.4202
14102,2023-03-01,199.9437
14103,2023-03-02,199.0672
14104,2023-03-03,197.4514
14105,2023-03-06,203.0452
14106,2023-03-07,207.6545
14107,2023-03-08,208.9608
14108,2023-03-09,211.9717
14109,2023-03-10,206.5382
14110,2023-03-13,204.7385
14111,2023-03-14,203.7275
14112,2023-03-15,203.29
14113,2023-03-16,202.2378
14114,2023-03-17,196.2909
14115,2023-03-20,197.333
14116,2023-03-21,198.7553
14117,2023-03-22,202.7395
14118,2023-03-23,200.9711
14119,2023-03-24,199.0231
14120,2023-03-27,192.8705
14121,2023-03-28,192.3237
14122,2023-03-29,194.5404
14123,2023-03-30,193.2515
14124,2023-03-31,198.4072
14125,2023-04-03,197.9323
14126,2023-04-04,198.4147
14127,2023-04-05,195.3355
14128,2023-04-06,196.1405
14129,2023-04-07,191.6777
14130,2023-04-10,193.4063
14131,2023-04-11,195.2221
14132,2023-04-12,198.5581
14133,2023-04-13,196.2813
14134,2023-04-14,196.7915
14135,2023-04-17,198.2577
14136,2023-04-18,199.4445
14137,2023-04-19,197.5228
14138,2023-04-20,192.0776
14139,2023-04-21,193.007
14140,2023-04-24,192.7851
14141,2023-04-25,191.6112
14142,2023-04-26,193.5017
14143,2023-04-27,193.5282
14144,2023-04-28,190.6251
14145,2023-05-01,186.3946
14146,2023-05-02,184.017
14147,2023-05-03,189.4915
14148,2023-05-04,191.2669
14149,2023-05-05,191.8285
14150,2023-05-08,191.5411
14151,2023-05-09,191.1036
14152,2023-05-10,193.9228
14153,2023-05-11,192.9176
14154,2023-05-12,194.3854
14155,2023-05-15,193.7071
14156,2023-05-16,198.3917
14157,2023-05-17,200.2972
14158,2023-05-18,203.4428
14159,2023-05-19,202.161
14160,2023-05-22,204.8758
14161,2023-05-23,204.2485
14162,2023-05-24,204.6557
14163,2023-05-25,208.841
14164,2023-05-26,206.3899
14165,2023-05-29,207.0322
14166,2023-05-30,208.2608
14167,2023-05-31,209.7025
14168,2023-06-01,208.7148
14169,2023-06-02,214.1365
14170,2023-06-05,210.9855
14171,2023-06-06,214.8468
14172,2023-06-07,218.1413
14173,2023-06-08,223.3118
14174,2023-06-09,219.2547
14175,2023-06-12,217.133
14176,2023-06-13,221.1943
14177,2023-06-14,216.4263
14178,2023-06-15,212.448
14179,2023-06-16,211.3525
14180,2023-06-19,211.9817
14181,2023-06-20,216.206
14182,2023-06-21,215.8726
14183,2023-06-22,214.4514
14184,2023-06-23,215.3974
14185,2023-06-26,216.7577
14186,2023-06-27,218.0525
14187,2023-06-28,217.7353
14188,2023-06-29,212.8429
14189,2023-06-30,210.6602
14190,2023-07-03,214.4164
14191,2023-07-04,215.042
14192,2023-07-05,214.3581
14193,2023-07-06,217.3928
14194,2023-07-07,214.6168
14195,2023-07-10,214.1832
14196,2023-07-11,214.6814
14197,2023-07-12,213.6944
14198,2023-07-13,214.0966
14199,2023-07-14,213.7604
14200,2023-07-17,210.3518
14201,2023-07-18,210.9515
14202,2023-07-19,207.7642
14203,2023-07-20,208.317
14204,2023-07-21,211.9144
14205,2023-07-24,211.3453
14206,2023-07-25,208.5433
14207,2023-07-26,208.3671
14208,2023-07-27,206.4417
14209,2023-07-28,208.0562
14210,2023-07-31,207.8282
14211,2023-08-01,212.2681
14212,2023-08-02,215.3888
14213,2023-08-03,215.1396
14214,2023-08-04,217.1366
14215,2023-08-07,216.2629
14216,2023-08-08,216.4968
14217,2023-08-09,215.7077
14218,2023-08-10,217.8425
14219,2023-08-11,221.7606
14220,2023-08-14,224.0416
14221,2023-08-15,226.6804
14222,2023-08-16,229.3532
14223,2023-08-17,231.0273
14224,2023-08-18,228.0522
14225,2023-08-21,232.8997
14226,2023-08-22,238.1449
14227,2023-08-23,237.6394
14228,2023-08-24,236.747
14229,2023-08-25,238.6497
14230,2023-08-28,240.3903
14231,2023-08-29,239.9718
14232,2023-08-30,236.5678
14233,2023-08-31,237.5951
14234,2023-09-01,239.3299
14235,2023-09-04,241.581
14236,2023-09-05,242.7568
14237,2023-09-06,242.1336
14238,2023-09-07,245.1968
14239,2023-09-08,245.5558
14240,2023-09-11,244.3579
14241,2023-09-12,243.9947
14242,2023-09-13,239.11
14243,2023-09-14,238.75
14244,2023-09-15,240.8879
14245,2023-09-18,242.0327
14246,2023-09-19,246.6445
14247,2023-09-20,246.0354
14248,2023-09-21,247.6416
14249,2023-09-22,250.1711
14250,2023-09-25,257.4592
14251,2023-09-26,258.0797
14252,2023-09-27,255.0464
14253,2023-09-28,257.8218
14254,2023-09-29,263.8218
14255,2023-10-02,262.9826
14256,2023-10-03,265.8227
14257,2023-10-04,269.9429
14258,2023-10-05,273.4335
14259,2023-10-06,274.0295
14260,2023-10-09,271.9315
14261,2023-10-10,271.8505
14262,2023-10-11,273.5312
14263,2023-10-12,276.7074
14264,2023-10-13,278.0031
14265,2023-10-16,276.9286
14266,2023-10-17,278.9637
14267,2023-10-18,282.0404
14268,2023-10-19,283.516
14269,2023-10-20,280.8821
14270,2023-10-23,280.462
14271,2023-10-24,283.8532
14272,2023-10-25,279.3816
14273,2023-10-26,272.6531
14274,2023-10-27,277.8065
14275,2023-10-30,279.7009
14276,2023-10-31,281.9295
14277,2023-11-01,278.5071
14278,2023-11-02,281.1661
14279,2023-11-03,282.2842
14280,2023-11-06,277.1687
14281,2023-11-07,282.1244
14282,2023-11-08,282.8515
14283,2023-11-09,281.7037
14284,2023-11-10,280.6214
14285,2023-11-13,274.1187
14286,2023-11-14,276.2586
14287,2023-11-15,277.3128
14288,2023-11-16,276.856
14289,2023-11-17,281.3148
14290,2023-11-20,276.8804
14291,2023-11-21,275.0953
14292,2023-11-22,272.4945
14293,2023-11-23,271.77
14294,2023-11-24,272.1731
14295,2023-11-27,273.7622
14296,2023-11-28,272.8116
14297,2023-11-29,270.144
14298,2023-11-30,275.8368
14299,2023-12-01,284.1063
14300,2023-12-04,284.786
14301,2023-12-05,282.4086
14302,2023-12-06,287.6341
14303,2023-12-07,282.887
14304,2023-12-08,281.946
14305,2023-12-11,279.7953
14306,2023-12-12,276.1252
14307,2023-12-13,275.387
14308,2023-12-14,272.7373
14309,2023-12-15,272.9627
14310,2023-12-18,273.2357
14311,2023-12-19,271.3943
14312,2023-12-20,270.3758
14313,2023-12-21,269.8117
14314,2023-12-22,272.6236
14315,2023-12-25,272.3233
14316,2023-12-26,275.2103
14317,2023-12-27,277.3337
14318,2023-12-28,279.4258
14319,2023-12-29,284.2978
14320,2024-01-01,280.7035
14321,2024-01-02,279.3066
14322,2024-01-03,285.4565
14323,2024-01-04,284.7707
14324,2024-01-05,275.5213
14325,2024-01-08,275.0383
14326,2024-01-09,275.6688
14327,2024-01-10,267.3479
14328,2024-01-11,271.8339
14329,2024-01-12,269.7035
14330,2024-01-15,270.949
14331,2024-01-16,270.3995
14332,2024-01-17,266.4415
14333,2024-01-18,263.227
14334,2024-01-19,260.473
14335,2024-01-22,264.0579
14336,2024-01-23,263.7699
14337,2024-01-24,262.3043
14338,2024-01-25,259.5615
14339,2024-01-26,263.482
14340,2024-01-29,268.3211
14341,2024-01-30,272.3367
14342,2024-01-31,274.1314
14343,2024-02-01,275.2696
14344,2024-02-02,271.4756
14345,2024-02-05,270.8607
14346,2024-02-06,268.8341
14347,2024-02-07,263.2014
14348,2024-02-08,266.7324
14349,2024-02-09,264.6987
14350,2024-02-12,268.696
14351,2024-02-13,271.73
14352,2024-02-14,273.7313
14353,2024-02-15,275.9327
14354,2024-02-16,274.0929
14355,2024-02-19,280.4451
14356,2024-02-20,280.7792
14357,2024-02-21,281.9859
14358,2024-02-22,279.9925
14359,2024-02-23,277.0762
14360,2024-02-26,278.8516
14361,2024-02-27,279.7672
14362,2024-02-28,277.3235
14363,2024-02-29,272.7738
14364,2024-03-01,268.8405
14365,2024-03-04,272.901
14366,2024-03-05,271.0881
14367,2024-03-06,270.1729
14368,2024-03-07,275.0892
14369,2024-03-08,271.6024
14370,2024-03-11,269.4311
14371,2024-03-12,267.1435
14372,2024-03-13,272.5513
14373,2024-03-14,279.3206
14374,2024-03-15,282.0347
14375,2024-03-18,284.8837
14376,2024-03-19,283.1026
14377,2024-03-20,289.974
14378,2024-03-21,291.1009
14379,2024-03-22,294.2869
14380,2024-03-25,294.1138
14381,2024-03-26,293.3696
14382,2024-03-27,299.4695
14383,2024-03-28,301.6137
14384,2024-03-29,307.1061
14385,2024-04-01,308.2539
14386,2024-04-02,305.3456
14387,2024-04-03,303.4258
14388,2024-04-04,304.005
14389,2024-04-05,301.9375
